,year,unemployment,state
0,1990,6.908333333333332,Arkansas
1,1991,7.425000000000001,Arkansas
2,1992,7.091666666666666,Arkansas
3,1993,6.141666666666667,Arkansas
4,1994,5.375,Arkansas
5,1995,4.85,Arkansas
6,1996,5.249999999999999,Arkansas
7,1997,5.233333333333333,Arkansas
8,1998,5.175000000000001,Arkansas
9,1999,4.6000000000000005,Arkansas
10,2000,4.2749999999999995,Arkansas
11,2001,4.95,Arkansas
12,2002,5.474999999999999,Arkansas
13,2003,5.9333333333333345,Arkansas
14,2004,5.7,Arkansas
15,2005,5.2250000000000005,Arkansas
16,2006,5.175,Arkansas
17,2007,5.3,Arkansas
18,2008,5.5,Arkansas
19,2009,7.824999999999999,Arkansas
20,2010,8.191666666666666,Arkansas
21,2011,8.291666666666666,Arkansas
22,2012,7.575,Arkansas
23,2013,7.216666666666666,Arkansas
24,2014,6.016666666666666,Arkansas
25,2015,5.008333333333333,Arkansas
26,2016,3.9666666666666663,Arkansas
27,2017,3.683333333333334,Arkansas
28,2018,3.6416666666666675,Arkansas
29,2019,3.5500000000000003,Arkansas
30,2020,6.575,Arkansas
31,1990,5.741666666666667,California
32,1991,7.616666666666667,California
33,1992,9.05,California
34,1993,9.283333333333333,California
35,1994,8.333333333333334,California
36,1995,7.791666666666667,California
37,1996,6.941666666666666,California
38,1997,6.1833333333333345,California
39,1998,5.7,California
40,1999,5.008333333333333,California
41,2000,4.775,California
42,2001,5.333333333333333,California
43,2002,6.616666666666667,California
44,2003,6.741666666666666,California
45,2004,6.091666666666666,California
46,2005,5.416666666666665,California
47,2006,4.949999999999999,California
48,2007,5.458333333333333,California
49,2008,7.191666666666666,California
50,2009,10.991666666666667,California
51,2010,12.116666666666665,California
52,2011,11.549999999999999,California
53,2012,10.183333333333334,California
54,2013,8.65,California
55,2014,7.216666666666666,California
56,2015,6.05,California
57,2016,5.566666666666667,California
58,2017,4.8,California
59,2018,4.125000000000001,California
60,2019,3.8916666666666675,California
61,2020,9.133333333333333,California
62,1990,5.233333333333334,Colorado
63,1991,5.258333333333334,Colorado
64,1992,6.0,Colorado
65,1993,5.324999999999999,Colorado
66,1994,4.233333333333333,Colorado
67,1995,4.008333333333335,Colorado
68,1996,4.241666666666666,Colorado
69,1997,3.4499999999999997,Colorado
70,1998,3.5999999999999996,Colorado
71,1999,3.0749999999999997,Colorado
72,2000,2.7583333333333333,Colorado
73,2001,3.816666666666667,Colorado
74,2002,5.525000000000001,Colorado
75,2003,5.949999999999999,Colorado
76,2004,5.474999999999999,Colorado
77,2005,5.0249999999999995,Colorado
78,2006,4.308333333333333,Colorado
79,2007,3.725,Colorado
80,2008,4.8500000000000005,Colorado
81,2009,7.300000000000001,Colorado
82,2010,8.725000000000001,Colorado
83,2011,8.358333333333334,Colorado
84,2012,7.891666666666667,Colorado
85,2013,6.849999999999999,Colorado
86,2014,4.991666666666666,Colorado
87,2015,3.8833333333333333,Colorado
88,2016,3.2999999999999994,Colorado
89,2017,2.791666666666666,Colorado
90,2018,3.158333333333333,Colorado
91,2019,2.7583333333333333,Colorado
92,2020,7.075,Colorado
93,1990,5.125,Connecticut
94,1991,6.533333333333334,Connecticut
95,1992,7.541666666666665,Connecticut
96,1993,6.625,Connecticut
97,1994,5.616666666666667,Connecticut
98,1995,5.491666666666666,Connecticut
99,1996,5.5,Connecticut
100,1997,5.0,Connecticut
101,1998,3.441666666666667,Connecticut
102,1999,2.875,Connecticut
103,2000,2.408333333333333,Connecticut
104,2001,3.1166666666666667,Connecticut
105,2002,4.308333333333334,Connecticut
106,2003,5.408333333333332,Connecticut
107,2004,4.958333333333332,Connecticut
108,2005,4.875,Connecticut
109,2006,4.333333333333333,Connecticut
110,2007,4.4750000000000005,Connecticut
111,2008,5.666666666666667,Connecticut
112,2009,7.925000000000001,Connecticut
113,2010,9.133333333333335,Connecticut
114,2011,8.825,Connecticut
115,2012,8.350000000000001,Connecticut
116,2013,7.808333333333333,Connecticut
117,2014,6.625,Connecticut
118,2015,5.725000000000001,Connecticut
119,2016,5.166666666666667,Connecticut
120,2017,4.7,Connecticut
121,2018,4.158333333333332,Connecticut
122,2019,3.741666666666666,Connecticut
123,2020,7.266666666666667,Connecticut
124,1990,4.708333333333333,Delaware
125,1991,6.208333333333332,Delaware
126,1992,5.416666666666667,Delaware
127,1993,5.058333333333334,Delaware
128,1994,4.783333333333333,Delaware
129,1995,4.325,Delaware
130,1996,5.091666666666667,Delaware
131,1997,4.008333333333334,Delaware
132,1998,3.7083333333333335,Delaware
133,1999,3.4083333333333328,Delaware
134,2000,3.758333333333333,Delaware
135,2001,3.491666666666667,Delaware
136,2002,4.016666666666667,Delaware
137,2003,4.241666666666666,Delaware
138,2004,3.991666666666667,Delaware
139,2005,4.141666666666667,Delaware
140,2006,3.591666666666667,Delaware
141,2007,3.441666666666667,Delaware
142,2008,4.966666666666666,Delaware
143,2009,8.258333333333333,Delaware
144,2010,8.416666666666666,Delaware
145,2011,7.5,Delaware
146,2012,7.208333333333333,Delaware
147,2013,6.691666666666666,Delaware
148,2014,5.716666666666666,Delaware
149,2015,4.858333333333333,Delaware
150,2016,4.525,Delaware
151,2017,4.466666666666666,Delaware
152,2018,3.783333333333333,Delaware
153,2019,3.766666666666666,Delaware
154,2020,8.333333333333334,Delaware
155,1990,6.266666666666667,DC
156,1991,7.758333333333334,DC
157,1992,8.608333333333333,DC
158,1993,8.533333333333333,DC
159,1994,7.966666666666666,DC
160,1995,8.750000000000002,DC
161,1996,8.416666666666666,DC
162,1997,8.008333333333335,DC
163,1998,8.408333333333333,DC
164,1999,6.366666666666667,DC
165,2000,5.599999999999999,DC
166,2001,6.358333333333332,DC
167,2002,6.3999999999999995,DC
168,2003,6.833333333333333,DC
169,2004,7.783333333333334,DC
170,2005,6.383333333333333,DC
171,2006,5.791666666666665,DC
172,2007,5.533333333333334,DC
173,2008,6.441666666666666,DC
174,2009,9.275,DC
175,2010,9.408333333333333,DC
176,2011,10.158333333333333,DC
177,2012,9.041666666666666,DC
178,2013,8.491666666666667,DC
179,2014,7.766666666666666,DC
180,2015,6.883333333333333,DC
181,2016,6.108333333333334,DC
182,2017,6.066666666666666,DC
183,2018,5.708333333333335,DC
184,2019,5.474999999999999,DC
185,2020,7.941666666666666,DC
186,1990,5.883333333333334,Florida
187,1991,7.308333333333334,Florida
188,1992,8.066666666666666,Florida
189,1993,7.041666666666667,Florida
190,1994,6.150000000000001,Florida
191,1995,5.191666666666666,Florida
192,1996,4.816666666666667,Florida
193,1997,4.5249999999999995,Florida
194,1998,4.1000000000000005,Florida
195,1999,3.716666666666667,Florida
196,2000,3.6250000000000004,Florida
197,2001,4.6000000000000005,Florida
198,2002,5.733333333333334,Florida
199,2003,5.325,Florida
200,2004,4.716666666666668,Florida
201,2005,3.766666666666666,Florida
202,2006,3.3166666666666664,Florida
203,2007,4.141666666666667,Florida
204,2008,6.524999999999999,Florida
205,2009,10.391666666666666,Florida
206,2010,11.033333333333331,Florida
207,2011,10.091666666666667,Florida
208,2012,8.508333333333333,Florida
209,2013,7.191666666666666,Florida
210,2014,6.2,Florida
211,2015,5.375,Florida
212,2016,4.7250000000000005,Florida
213,2017,4.166666666666667,Florida
214,2018,3.608333333333333,Florida
215,2019,3.225,Florida
216,2020,7.408333333333334,Florida
217,1990,5.466666666666666,Georgia
218,1991,5.208333333333333,Georgia
219,1992,6.891666666666667,Georgia
220,1993,6.05,Georgia
221,1994,5.208333333333333,Georgia
222,1995,4.825,Georgia
223,1996,4.683333333333334,Georgia
224,1997,4.583333333333332,Georgia
225,1998,4.283333333333334,Georgia
226,1999,3.916666666666666,Georgia
227,2000,3.5833333333333326,Georgia
228,2001,4.033333333333332,Georgia
229,2002,4.999999999999999,Georgia
230,2003,4.825,Georgia
231,2004,4.758333333333334,Georgia
232,2005,5.324999999999999,Georgia
233,2006,4.7250000000000005,Georgia
234,2007,4.541666666666667,Georgia
235,2008,6.266666666666667,Georgia
236,2009,9.933333333333334,Georgia
237,2010,10.491666666666665,Georgia
238,2011,10.233333333333333,Georgia
239,2012,9.191666666666666,Georgia
240,2013,8.2,Georgia
241,2014,7.099999999999999,Georgia
242,2015,5.983333333333332,Georgia
243,2016,5.383333333333333,Georgia
244,2017,4.691666666666666,Georgia
245,2018,3.949999999999999,Georgia
246,2019,3.4333333333333336,Georgia
247,2020,6.316666666666666,Georgia
248,1990,2.6833333333333336,Hawaii
249,1991,2.875,Hawaii
250,1992,4.333333333333333,Hawaii
251,1993,4.508333333333334,Hawaii
252,1994,5.508333333333334,Hawaii
253,1995,5.875,Hawaii
254,1996,6.258333333333334,Hawaii
255,1997,6.233333333333333,Hawaii
256,1998,6.091666666666668,Hawaii
257,1999,5.3999999999999995,Hawaii
258,2000,4.258333333333334,Hawaii
259,2001,4.458333333333334,Hawaii
260,2002,4.241666666666666,Hawaii
261,2003,4.125,Hawaii
262,2004,3.391666666666667,Hawaii
263,2005,2.858333333333334,Hawaii
264,2006,2.6416666666666666,Hawaii
265,2007,2.775,Hawaii
266,2008,4.325,Hawaii
267,2009,7.125,Hawaii
268,2010,6.95,Hawaii
269,2011,6.8,Hawaii
270,2012,6.008333333333333,Hawaii
271,2013,4.883333333333332,Hawaii
272,2014,4.358333333333333,Hawaii
273,2015,3.566666666666667,Hawaii
274,2016,2.9499999999999993,Hawaii
275,2017,2.433333333333333,Hawaii
276,2018,2.516666666666667,Hawaii
277,2019,2.7166666666666663,Hawaii
278,2020,11.991666666666667,Hawaii
279,1990,5.541666666666667,Idaho
280,1991,6.191666666666667,Idaho
281,1992,6.358333333333333,Idaho
282,1993,5.974999999999999,Idaho
283,1994,5.408333333333334,Idaho
284,1995,5.416666666666667,Idaho
285,1996,5.300000000000002,Idaho
286,1997,5.1416666666666675,Idaho
287,1998,5.108333333333334,Idaho
288,1999,4.8999999999999995,Idaho
289,2000,4.699999999999998,Idaho
290,2001,5.091666666666667,Idaho
291,2002,5.533333333333332,Idaho
292,2003,5.6000000000000005,Idaho
293,2004,4.933333333333333,Idaho
294,2005,4.033333333333332,Idaho
295,2006,3.475,Idaho
296,2007,3.0416666666666665,Idaho
297,2008,5.141666666666667,Idaho
298,2009,8.733333333333334,Idaho
299,2010,8.966666666666667,Idaho
300,2011,8.316666666666666,Idaho
301,2012,7.2,Idaho
302,2013,6.116666666666667,Idaho
303,2014,4.833333333333334,Idaho
304,2015,4.1000000000000005,Idaho
305,2016,3.7833333333333337,Idaho
306,2017,3.2083333333333335,Idaho
307,2018,2.908333333333333,Idaho
308,2019,2.899999999999999,Idaho
309,2020,5.400000000000001,Idaho
310,1994,5.25,Illinois
311,1995,4.675,Illinois
312,1996,4.925,Illinois
313,1997,4.191666666666667,Illinois
314,1998,3.924999999999999,Illinois
315,1999,3.9583333333333335,Illinois
316,2000,4.133333333333334,Illinois
317,2001,4.85,Illinois
318,2002,5.691666666666667,Illinois
319,2003,6.375,Illinois
320,2004,5.841666666666668,Illinois
321,2005,5.2250000000000005,Illinois
322,2006,4.533333333333332,Illinois
323,2007,4.975,Illinois
324,2008,6.475000000000001,Illinois
325,2009,10.2,Illinois
326,2010,10.058333333333332,Illinois
327,2011,9.1,Illinois
328,2012,8.541666666666666,Illinois
329,2013,8.691666666666666,Illinois
330,2014,6.883333333333334,Illinois
331,2015,5.925,Illinois
332,2016,5.841666666666666,Illinois
333,2017,4.95,Illinois
334,2018,4.758333333333333,Illinois
335,2019,4.441666666666667,Illinois
336,2020,7.966666666666668,Illinois
337,1990,5.3,Indiana
338,1991,5.966666666666668,Indiana
339,1992,6.558333333333333,Indiana
340,1993,5.3999999999999995,Indiana
341,1994,4.85,Indiana
342,1995,4.608333333333333,Indiana
343,1996,4.058333333333333,Indiana
344,1997,3.491666666666667,Indiana
345,1998,3.0833333333333335,Indiana
346,1999,3.0416666666666674,Indiana
347,2000,3.141666666666667,Indiana
348,2001,4.233333333333333,Indiana
349,2002,5.191666666666667,Indiana
350,2003,5.3,Indiana
351,2004,5.358333333333333,Indiana
352,2005,5.466666666666666,Indiana
353,2006,5.083333333333333,Indiana
354,2007,4.5583333333333345,Indiana
355,2008,5.916666666666667,Indiana
356,2009,10.291666666666666,Indiana
357,2010,10.341666666666667,Indiana
358,2011,9.108333333333334,Indiana
359,2012,8.35,Indiana
360,2013,7.633333333333333,Indiana
361,2014,5.958333333333332,Indiana
362,2015,4.833333333333333,Indiana
363,2016,4.433333333333333,Indiana
364,2017,3.558333333333333,Indiana
365,2018,3.475,Indiana
366,2019,3.316666666666667,Indiana
367,2020,7.133333333333333,Indiana
368,1990,4.416666666666667,Iowa
369,1991,4.658333333333334,Iowa
370,1992,4.466666666666666,Iowa
371,1993,4.058333333333333,Iowa
372,1994,3.4999999999999996,Iowa
373,1995,3.4583333333333335,Iowa
374,1996,3.525,Iowa
375,1997,3.108333333333334,Iowa
376,1998,2.7416666666666667,Iowa
377,1999,2.591666666666667,Iowa
378,2000,2.6249999999999996,Iowa
379,2001,3.3249999999999997,Iowa
380,2002,4.008333333333334,Iowa
381,2003,4.491666666666667,Iowa
382,2004,4.491666666666667,Iowa
383,2005,4.250000000000001,Iowa
384,2006,3.7000000000000006,Iowa
385,2007,3.7000000000000006,Iowa
386,2008,4.233333333333333,Iowa
387,2009,6.391666666666668,Iowa
388,2010,6.008333333333333,Iowa
389,2011,5.5249999999999995,Iowa
390,2012,5.033333333333333,Iowa
391,2013,4.733333333333333,Iowa
392,2014,4.241666666666667,Iowa
393,2015,3.758333333333334,Iowa
394,2016,3.625,Iowa
395,2017,3.1166666666666667,Iowa
396,2018,2.6166666666666667,Iowa
397,2019,2.7416666666666667,Iowa
398,2020,5.583333333333332,Iowa
399,1990,4.316666666666667,Kansas
400,1991,4.408333333333334,Kansas
401,1992,4.491666666666668,Kansas
402,1993,4.966666666666667,Kansas
403,1994,4.891666666666666,Kansas
404,1995,4.416666666666667,Kansas
405,1996,4.241666666666667,Kansas
406,1997,3.7583333333333333,Kansas
407,1998,3.5250000000000004,Kansas
408,1999,3.266666666666666,Kansas
409,2000,3.608333333333333,Kansas
410,2001,4.208333333333333,Kansas
411,2002,5.0583333333333345,Kansas
412,2003,5.508333333333334,Kansas
413,2004,5.449999999999999,Kansas
414,2005,5.008333333333333,Kansas
415,2006,4.391666666666666,Kansas
416,2007,4.241666666666665,Kansas
417,2008,4.625000000000001,Kansas
418,2009,6.866666666666667,Kansas
419,2010,7.058333333333334,Kansas
420,2011,6.491666666666666,Kansas
421,2012,5.733333333333334,Kansas
422,2013,5.308333333333333,Kansas
423,2014,4.533333333333332,Kansas
424,2015,4.183333333333334,Kansas
425,2016,4.025,Kansas
426,2017,3.65,Kansas
427,2018,3.291666666666666,Kansas
428,2019,3.150000000000001,Kansas
429,2020,6.0249999999999995,Kansas
430,1990,5.983333333333333,Kentucky
431,1991,7.291666666666665,Kentucky
432,1992,6.858333333333333,Kentucky
433,1993,6.258333333333333,Kentucky
434,1994,5.374999999999999,Kentucky
435,1995,5.408333333333334,Kentucky
436,1996,5.45,Kentucky
437,1997,5.341666666666666,Kentucky
438,1998,4.6000000000000005,Kentucky
439,1999,4.5,Kentucky
440,2000,4.166666666666667,Kentucky
441,2001,5.158333333333333,Kentucky
442,2002,5.683333333333334,Kentucky
443,2003,6.133333333333333,Kentucky
444,2004,5.408333333333334,Kentucky
445,2005,5.866666666666666,Kentucky
446,2006,5.733333333333334,Kentucky
447,2007,5.375,Kentucky
448,2008,6.466666666666668,Kentucky
449,2009,10.33333333333333,Kentucky
450,2010,10.166666666666668,Kentucky
451,2011,9.375,Kentucky
452,2012,8.166666666666666,Kentucky
453,2013,8.016666666666667,Kentucky
454,2014,6.458333333333332,Kentucky
455,2015,5.275,Kentucky
456,2016,5.125000000000001,Kentucky
457,2017,4.891666666666667,Kentucky
458,2018,4.333333333333332,Kentucky
459,2019,4.2749999999999995,Kentucky
460,2020,6.8500000000000005,Kentucky
461,1990,6.191666666666666,Louisiana
462,1991,7.291666666666665,Louisiana
463,1992,8.025,Louisiana
464,1993,7.641666666666666,Louisiana
465,1994,7.841666666666666,Louisiana
466,1995,6.983333333333333,Louisiana
467,1996,6.6000000000000005,Louisiana
468,1997,6.0,Louisiana
469,1998,5.691666666666666,Louisiana
470,1999,5.075,Louisiana
471,2000,5.3,Louisiana
472,2001,5.741666666666667,Louisiana
473,2002,6.158333333333334,Louisiana
474,2003,6.425000000000001,Louisiana
475,2004,5.916666666666667,Louisiana
476,2005,7.125000000000001,Louisiana
477,2006,4.424999999999999,Louisiana
478,2007,4.241666666666667,Louisiana
479,2008,4.925,Louisiana
480,2009,6.825,Louisiana
481,2010,7.949999999999999,Louisiana
482,2011,7.833333333333332,Louisiana
483,2012,7.091666666666668,Louisiana
484,2013,6.675,Louisiana
485,2014,6.366666666666667,Louisiana
486,2015,6.324999999999999,Louisiana
487,2016,6.066666666666667,Louisiana
488,2017,5.116666666666666,Louisiana
489,2018,4.874999999999999,Louisiana
490,2019,4.8083333333333345,Louisiana
491,2020,8.850000000000001,Louisiana
492,1990,5.341666666666668,Maine
493,1991,7.566666666666666,Maine
494,1992,7.274999999999999,Maine
495,1993,7.250000000000001,Maine
496,1994,6.991666666666667,Maine
497,1995,5.933333333333333,Maine
498,1996,5.208333333333333,Maine
499,1997,5.0249999999999995,Maine
500,1998,4.499999999999999,Maine
501,1999,3.9416666666666664,Maine
502,2000,3.358333333333334,Maine
503,2001,3.8249999999999997,Maine
504,2002,4.3500000000000005,Maine
505,2003,4.958333333333333,Maine
506,2004,4.641666666666667,Maine
507,2005,4.875,Maine
508,2006,4.566666666666667,Maine
509,2007,4.683333333333333,Maine
510,2008,5.516666666666667,Maine
511,2009,8.083333333333334,Maine
512,2010,8.124999999999998,Maine
513,2011,7.891666666666667,Maine
514,2012,7.466666666666668,Maine
515,2013,6.650000000000001,Maine
516,2014,5.608333333333333,Maine
517,2015,4.383333333333334,Maine
518,2016,3.7666666666666675,Maine
519,2017,3.3750000000000004,Maine
520,2018,3.2416666666666667,Maine
521,2019,3.016666666666666,Maine
522,2020,6.166666666666668,Maine
523,1990,4.458333333333334,Maryland
524,1991,6.108333333333333,Maryland
525,1992,6.7749999999999995,Maryland
526,1993,6.183333333333334,Maryland
527,1994,5.258333333333334,Maryland
528,1995,5.041666666666668,Maryland
529,1996,5.033333333333333,Maryland
530,1997,4.949999999999999,Maryland
531,1998,4.391666666666667,Maryland
532,1999,3.558333333333333,Maryland
533,2000,3.583333333333334,Maryland
534,2001,4.008333333333334,Maryland
535,2002,4.433333333333332,Maryland
536,2003,4.424999999999999,Maryland
537,2004,4.241666666666667,Maryland
538,2005,4.124999999999999,Maryland
539,2006,3.8666666666666667,Maryland
540,2007,3.4499999999999993,Maryland
541,2008,4.25,Maryland
542,2009,7.016666666666667,Maryland
543,2010,7.6499999999999995,Maryland
544,2011,7.249999999999999,Maryland
545,2012,6.966666666666668,Maryland
546,2013,6.566666666666666,Maryland
547,2014,5.816666666666666,Maryland
548,2015,5.066666666666667,Maryland
549,2016,4.4416666666666655,Maryland
550,2017,4.233333333333334,Maryland
551,2018,3.958333333333332,Maryland
552,2019,3.591666666666667,Maryland
553,2020,6.791666666666665,Maryland
554,1990,6.300000000000001,Massachusetts
555,1991,8.616666666666667,Massachusetts
556,1992,8.458333333333334,Massachusetts
557,1993,6.991666666666666,Massachusetts
558,1994,6.024999999999999,Massachusetts
559,1995,5.283333333333332,Massachusetts
560,1996,4.441666666666667,Massachusetts
